Name,Address,Phone,Longitude,Latitude
京东快递深圳文锦营业部,广东深圳市罗湖区翠竹街道田贝一路72号建贸大厦一楼商铺,18815724458,114.124973,22.558814
京东快递深圳莲塘营业部,广东深圳市罗湖区莲塘街道聚宝路175号,18529508368,114.170008,22.566298
京东快递深圳金稻田营业部,广东深圳市罗湖区东晓街道太白路翠竹北路29号超利综合楼京东快递,15014026464,114.127740,22.577417
京东快递深圳清水河营业部,广东深圳市罗湖区清水河街道清水河5路金运达B仓11号门,17722894495,114.112189,22.583643
京东快递深圳国贸营业部,广东深圳市罗湖区渔民村52号裕晖大厦1楼,17827380787,114.111593,22.533989
