rag_enabled,rag_type,rag_search_time,rag_query_generation_time,llm_total_time,llm_query_gen_time,llm_command_gen_time,robot_simulation_time,truck_simulation_time,uav_simulation_time,robot_success,truck_success,uav_success,total_time
True,graphrag_perturbed_-50%,60.06268763542175,28.28160071372986,40.663270711898804,28.28160071372986,12.381669998168945,10.187227725982666,121.15812849998474,1.0271141529083252,True,False,True,223.948326587677
True,graphrag_perturbed_-30%,60.01062893867493,27.56389856338501,41.626622915267944,27.56389856338501,14.062724351882935,10.186803340911865,121.16528224945068,1.0264203548431396,True,False,True,224.86512923240662
True,graphrag_perturbed_+0%,60.06579661369324,29.55895757675171,42.40015769004822,29.55895757675171,12.841200113296509,10.162298679351807,121.13798713684082,1.0244743824005127,True,False,True,225.6608443260193
True,graphrag_perturbed_+30%,60.06432127952576,12.880751371383667,29.892967700958252,12.880751371383667,17.012216329574585,10.17066478729248,121.16307377815247,1.0262718200683594,True,False,True,213.17970848083496
True,graphrag_perturbed_+50%,60.063276052474976,12.723482131958008,28.08966040611267,12.723482131958008,15.366178274154663,10.157551765441895,121.14931464195251,1.0228402614593506,True,False,True,211.35522150993347
True,graphrag_perturbed_+100%,60.06467366218567,21.006545782089233,33.02147626876831,21.006545782089233,12.014930486679077,10.163493156433105,121.1607768535614,1.0260169506072998,True,False,True,216.3067307472229
True,graphrag_perturbed_-50%,22.144540548324585,18.457356452941895,30.7640061378479,18.457356452941895,12.306649684906006,10.13054370880127,121.1351728439331,1.025475025177002,True,False,True,176.09844946861267
True,graphrag_perturbed_-30%,22.119394063949585,25.490193843841553,36.15456700325012,25.490193843841553,10.66437315940857,10.12502670288086,121.12527513504028,1.0203564167022705,True,False,True,181.44771265983582
True,graphrag_perturbed_+0%,20.97526526451111,23.048690795898438,43.6779420375824,23.048690795898438,20.62925124168396,10.194790363311768,121.13394713401794,1.0221343040466309,True,False,True,187.84387850761414
True,graphrag_perturbed_+30%,22.1803777217865,26.77554416656494,38.84598922729492,26.77554416656494,12.07044506072998,10.19392728805542,121.13475751876831,1.0257809162139893,True,False,True,184.22045588493347
True,graphrag_perturbed_+50%,22.147395133972168,23.46988081932068,37.219945192337036,23.46988081932068,13.750064373016357,10.18594741821289,121.13045620918274,1.0223910808563232,True,False,True,182.5529375076294
True,graphrag_perturbed_+100%,22.159963130950928,62.10288906097412,76.0421302318573,62.10288906097412,13.939241170883179,10.240263938903809,121.13071846961975,1.0249302387237549,True,False,True,221.39732956886292
True,graphrag_perturbed_-50%,20.997785568237305,27.45926547050476,38.855321645736694,27.45926547050476,11.396056175231934,10.22167682647705,121.10980081558228,1.0286788940429688,True,False,True,183.0305643081665
True,graphrag_perturbed_-30%,21.009931087493896,29.807299613952637,44.306467056274414,29.807299613952637,14.499167442321777,10.210177898406982,121.1012794971466,1.0238101482391357,True,False,True,188.47863602638245
True,graphrag_perturbed_+0%,20.973697662353516,15.229214668273926,25.19288468360901,15.229214668273926,9.963670015335083,10.234332084655762,121.1061749458313,1.0316205024719238,True,False,True,169.34384894371033
